ID_api,Seasonal_mortality,Age,Activity,Beekeep_for,Qualif,Training,Coop_treat,Bee_population_size,Country,Apiary_Size,Production,Apiarist_book,Org_member,Continue,Breed,Chronic_Depop,ClinSign_Brood,ClinSign_Honeybees,H_Rate_ColMortality,H_Rate_HoneyMortality,OtherEvent,VarroaMites,QueenProblems,Management,Swarm_bought,Swarm_produced,Queen_bought,Queen_produced,Environment,VarroosisV2,ChronicParalysisV2,AmericanFoulbroodV2,NosemosisV2,EuropeanFoulbroodV2,Migration,Merger,Winter_Mortality_Class,Program
508_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,FRANCE,3__11 - 20,01__Only honey,No,Yes,Yes,A. m. mellifera,No,No,No,No,No,No,Yes,No,Livestock  + HealthConditions,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5080_B,0,4___Over 65,Hobby,2___2-5 years,No,Yes,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,06__Includes swarms production,Yes,No,Yes,Hybrid,No,No,No,No,No,No,Yes,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,Second Year
5083_B,56,3___45-65,Professional,2___2-5 years,Yes,Yes,Yes,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,04__Includes queens production,Yes,No,Yes,A. m. ligustica,No,No,No,No,No,No,Yes,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,3__6 - 10 %,Second Year
5084_B,0,2___30-45,Professional,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,04__Includes queens production,Yes,No,Yes,A. m. ligustica,No,No,No,No,No,No,Yes,No,Livestock,1__None,1__None,2__1 - 5 queen(s) bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,6__More than 51%,Second Year
5085_B,11,3___45-65,Hobby,2___2-5 years,No,Yes,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Buckfast,No,No,No,No,No,No,Yes,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5086_B,0,4___Over 65,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,Local bees,No,No,No,No,No,No,Yes,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5087_B,0,3___45-65,Part_time,3___More than 5 years,No,No,No,2___51 - 100,ESTONIA,5__More than 50 colonies,04__Includes queens production,Yes,No,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5088_B,0,3___45-65,Professional,3___More than 5 years,No,Yes,No,2___51 - 100,ESTONIA,5__More than 50 colonies,02__Includes pollen production,Yes,Yes,Yes,A. m. carnica,No,No,No,Yes,Yes,No,No,Yes,Livestock,1__None,2__1 - 5 swarm(s) produced,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,Second Year
5089_B,0,2___30-45,Professional,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,A. m. ligustica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,3__6 - 10 queens bought,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
509_B,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,FRANCE,4__21 - 50,07__Other,Yes,Yes,Yes,A. m. carnica,Yes,No,No,No,No,Yes,Yes,No,HealthConditions,1__None,1__None,2__1 - 5 queen(s) bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,Second Year
5090_B,0,3___45-65,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,Hybrid,No,No,No,No,Yes,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5091_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5092_B,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5093_B,0,2___30-45,Hobby,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,4__11 - 20 %,Second Year
5094_B,14,4___Over 65,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,Hybrid,No,No,No,No,No,No,Yes,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,1__No Mortality,Second Year
5095_B,0,2___30-45,Hobby,1___Less than 2 years,No,No,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,No,No,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,2__1 - 5 queen(s) bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,Second Year
5098_B,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,A. m. carnica,No,No,Yes,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,3__6 - 10 %,Second Year
5099_B,0,3___45-65,Professional,3___More than 5 years,No,No,No,5___201 - 300,ESTONIA,5__More than 50 colonies,04__Includes queens production,Yes,Yes,Yes,Buckfast,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
510_B,0,4___Over 65,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,FRANCE,3__11 - 20,04__Includes queens production,Yes,Yes,Yes,Hybrid,No,No,No,Yes,No,No,Yes,No,Livestock  + HealthConditions,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,1__No Mortality,Second Year
5100_B,0,1___Less than 30,Professional,2___2-5 years,Yes,Yes,Yes,2___51 - 100,ESTONIA,5__More than 50 colonies,07__Other,Yes,No,Yes,A. m. ligustica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,Second Year
5101_B,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,Yes,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5102_B,0,4___Over 65,Hobby,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,No,No,Yes,Hybrid,No,No,No,No,No,No,Yes,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5103_B,0,2___30-45,Part_time,2___2-5 years,Yes,Yes,No,2___51 - 100,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,Yes,No,Livestock,1__None,1__None,4__More than 10 queens bought,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,5__21 - 50 %,Second Year
5105_B,0,2___30-45,Part_time,2___2-5 years,No,Yes,No,2___51 - 100,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5106_B,0,3___45-65,Part_time,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,Yes,Yes,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5107_B,0,3___45-65,Professional,3___More than 5 years,No,No,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5108_B,0,4___Over 65,Hobby,3___More than 5 years,No,No,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,Local bees,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,1__No Mortality,Second Year
5109_B,11,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,2___51 - 100,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Suffering,Not_Suffering,No,No,3__6 - 10 %,Second Year
511_B,0,3___45-65,Hobby,1___Less than 2 years,No,Yes,Yes,1___Less than 51 colonies,FRANCE,1__Less than 5 colonies,01__Only honey,Yes,Yes,Yes,Buckfast,No,No,No,No,No,No,No,No,Livestock  + HealthConditions,1__None,1__None,2__1 - 5 queen(s) bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5112_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5113_B,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,Hybrid,No,No,No,No,No,No,Yes,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5114_B,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,Yes,No,No,Yes,Yes,Livestock,1__None,3__6 - 10 swarms produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5115_B,0,4___Over 65,Professional,3___More than 5 years,Yes,Yes,No,1___Less than 51 colonies,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,A. m. carnica,No,No,No,No,No,No,Yes,No,Livestock,1__None,3__6 - 10 swarms produced,1__None,3__6 - 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,Second Year
5116_B,0,2___30-45,Professional,2___2-5 years,No,Yes,No,2___51 - 100,ESTONIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Buckfast,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,Second Year
5125_B,0,3___45-65,Hobby,3___More than 5 years,No,No,Yes,2___51 - 100,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,No,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5126_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,No,2___51 - 100,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5128_B,0,2___30-45,Hobby,3___More than 5 years,No,Yes,Yes,2___51 - 100,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Buckfast,No,No,No,No,No,No,No,No,Livestock,1__None,3__6 - 10 swarms produced,3__6 - 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5129_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,LITHUANIA,5__More than 50 colonies,02__Includes pollen production,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5130_B,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,LITHUANIA,5__More than 50 colonies,02__Includes pollen production,Yes,No,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5131_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,LITHUANIA,5__More than 50 colonies,02__Includes pollen production,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5135_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,LITHUANIA,5__More than 50 colonies,02__Includes pollen production,Yes,No,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5136_B,7,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,2___51 - 100,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Buckfast,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5137_B,0,2___30-45,Hobby,3___More than 5 years,No,Yes,Yes,2___51 - 100,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,4__More than 10 swarms produced,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,Second Year
5138_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,3___101 - 150,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,2__1 - 5 queen(s) produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5140_B,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Buckfast,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,3__6 - 10 %,Second Year
5141_B,0,4___Over 65,Hobby,3___More than 5 years,No,No,Yes,2___51 - 100,LITHUANIA,5__More than 50 colonies,07__Other,Yes,No,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5143_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,3___101 - 150,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Production + Livestock,1__None,1__None,1__None,4__More than 10 queens produced,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5147_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,2___51 - 100,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5148_B,0,4___Over 65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5149_B,0,4___Over 65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,LITHUANIA,5__More than 50 colonies,02__Includes pollen production,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5150_B,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5151_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,LITHUANIA,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Hybrid,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,4__More than 10 queens bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5152_B,0,2___30-45,Hobby,2___2-5 years,No,Yes,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,Second Year
5153_B,0,4___Over 65,Part_time,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5154_B,0,2___30-45,Hobby,2___2-5 years,No,Yes,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,02__Includes pollen production,No,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5155_B,0,2___30-45,Hobby,2___2-5 years,No,Yes,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,6__More than 51%,Second Year
5156_B,0,2___30-45,Hobby,3___More than 5 years,No,No,Yes,3___101 - 150,FINLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Buckfast,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5157_B,0,2___30-45,Hobby,1___Less than 2 years,No,Yes,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. ligustica,No,No,No,Yes,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5158_B,0,3___45-65,Hobby,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Yes,No,5__21 - 50 %,Second Year
5162_B,0,3___45-65,Hobby,3___More than 5 years,Yes,No,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,Second Year
5163_B,0,3___45-65,Hobby,3___More than 5 years,Yes,No,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,02__Includes pollen production,Yes,No,Yes,A. m. carnica,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5167_B,0,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,2__1 - 5 swarm(s) produced,2__1 - 5 queen(s) bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,1__No Mortality,Second Year
5169_B,0,3___45-65,Professional,3___More than 5 years,Yes,Yes,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. carnica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,5__21 - 50 %,Second Year
5170_B,0,4___Over 65,Hobby,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,2__1 - 5 queen(s) bought,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5171_B,11,3___45-65,Hobby,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,GERMANY,5__More than 50 colonies,01__Only honey,Yes,Yes,Yes,Local bees,No,No,No,No,No,No,No,No,No Management,5__No Management,5__No Management,5__No Management,5__No Management,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,Yes,4__11 - 20 %,Second Year
5172_B,0,3___45-65,Part_time,3___More than 5 years,No,No,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,02__Includes pollen production,Yes,Yes,Yes,Buckfast,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,1__No Mortality,Second Year
5173_B,0,3___45-65,Part_time,3___More than 5 years,No,Yes,Yes,1___Less than 51 colonies,FINLAND,5__More than 50 colonies,02__Includes pollen production,Yes,Yes,Yes,A. m. ligustica,No,No,No,No,No,No,No,No,Livestock,1__None,1__None,1__None,1__None,Diverse,Suffering,Not_Suffering,Not_Suffering,Not_Suffering,Not_Suffering,No,No,4__11 - 20 %,Second Year
